,year,sentence1,sentence2,score
4904,2015,"Bạo lực chống Hồi giáo mới nhất ở Myanmar giết chết 1 người, làm 10 người bị thương",Truy cập ngày 20 tháng 11 năm 2011 Global Times India Global India Global Global India Global Global India Global Global India Global Global India Global Global India Global Global India Global Global India Global Global India Global Global India Global Global India Global Global India Global Global Global India Global Global Global India Global Global Global India Global Global Global India Global Global Global India Global Global Global India Global Global Global Global India Global Global Global Global India Global Global Global Global India Global Global Global Global Global India Global Global Global Global Global India Global Global Global Global Global Global India Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global Global,2.6
4905,2015,hị trường chứng khoán Mỹ giảm giá thị trường chứng khoán Mỹ vừa phải,Việc công nghệ bán tháo khiến thị trường chứng khoán châu Á xuống đáy,0.4
4906,2015,ữ Queen tỏ lòng kính trọng Nelson Mandela,Hội bầu bầu bóng bầu dục Nam Phi thương tiếc Mandela,1.0
4907,2015,Trưởng phe đối lập của Ukraine muốn thêm biểu tình,gười biểu biểu tượng người biểu biểu người Ukraine lật đổ bức tượng Lenin,2.4
4908,2015," nghi phạm bị tạm giữ ở Boston, Boston",Cảnh sát Boston cho biết 3 người bị giam trong vụ đánh bom trong cuộc đánh bom ở cuộc thi marathon.,4.8
4909,2015,"hật Bản, lãnh đạo đảng đối lập Nhật Bản chỉ trích các chính sách kinh tế của Abe.",Đảng đối lập Zimbabwe Đảng MDC đảng đối lập Zimbabwe thách thức Robert Mugabe thắng cử,0.0
4910,2015,"Tác giả giải Nobel Doris Lessing qua đời ở tuổi 94, Doris Lessing qua đời ở tuổi 94.","Người đoạt giải Nobel Doris Lessing qua đời ở tuổi 94, Doris Lessing qua đời ở tuổi 94.",5.0
4911,2015,Lực Ai Cập ngăn cản lối vào trại biểu tình Morsi,Lực lượng Ai Cập di chuyển đến các trại phản kháng ủng hộ Morsi,2.4
4912,2015,Các cuộc tấn công bằng bom tấn của Iraq đã giết ít nhất 13 người.,Nhà thờ gần nhà thờ giết chết ít nhất 14 người bom bom xe Iraq Nhà thờ gần nhà thờ giết chết ít nhất 14 người,3.0
4913,2015,ất tích các thuỷ thủ mất tích sau khi công khai tin mất tích các thủy thủ mất tích của các thuỷ thủ Anh.,ất tích thủy thủ mất tích,2.4
4914,2015,Gunmen Kill Eight In Second Kenya Attack Gunmen Kill Eight In Second Kenya Attack,Gunmen 'Kill 15' trong cuộc tấn công thứ hai của Kenya Tấn công lần thứ hai của Gunmen 'Kill 15' trong cuộc tấn công lần thứ hai của Ken Ken Attack,3.0
4915,2015,Máy bay chiến đấu của Pakistan ném bom 'nơi ẩn nấp của Taliban',PP muốn ngừng cung cấp vũ khí cho Syria. Pakixtan muốn ngừng cung cấp vũ khí cho Syria. PPP muốn ngừng cung cấp vũ khí cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP muốn ngừng cung cấp vũ lực cho Syria. PPP PP,1.6
4916,2015,"Các vụ nổ giết 29 người bên ngoài hai nhà thờ Hồi giáo ở Tripoli, Lebanon Các vụ nổ giết 29 người bên ngoài hai nhà thờ Hồi giáo ở Tripoli, Lebanon Các vụ nổ giết 29 người bên ngoài hai nhà thờ Hồi giáo", vụ nổ thành phố rock ở Bắc Lebanon 2 vụ nổ thành phố rock ở Bắc Lebanon,2.0
4917,2015,"uốc Quốc Quốc phát biểu, Aso từ chối từ chức vì phát xít bình luận, Aso từ chối từ chức vì phát xít phát biểu.",hủ tướng Tây Tây Ban Nha từ chối từ chức vì bê bê bê bê bê bê bê bê tông,0.2
4918,2015,Chính quyền Thái Lan đang huy lực lực chính trị để ngăn lực lực an ninh làm náo nhiệt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lượng an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang huy lực lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để dập tắt các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để làm tan các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để làm tan các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để làm tan các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để làm tan các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để làm tan các cuộc biểu tình ở Bangkok. Chính quyền Thái Lan đang làm lực lực an ninh để làm tan các cuộc biểu tình ở Bangkok.,ực lực an an lực an lực an lực an lực của chính chính quyền chính quyền chính quyền Thái Lan ở trong doanh trại khi các cuộc biểu tình tan dần Lực lực an lực an lực an lực của quân an của chính quyền chính quyền chính quyền quân chính đảng Thái Lan ở trong doanh trại khi các cuộc biểu tình tan rã Lực lực an an của quân an lực lực an quân của chính quyền chính quyền chính quyền chính quyền quân chính đảng ở trong doanh trại khi các cuộc biểu tình tan rã Lực lực an an của quân an lực lực an lực an an của chính lực quân chính quyền chính quyền chính quyền chính quyền Thái junta vẫn ở trong doanh trại khi các cuộc biểu tình tan rã Lực lực an an của quân an an lực của quân an của chính quyền chính quyền chính quyền chính quyền đảng cầm quân ở trong doanh trại khi các cuộc biểu tình tan rã Lực lực an an của quân an an lực lực an an của quân đội chính quyền chính quyền chính quyền đảng junta ở trong doanh trại khi các cuộc biểu tình tan rã Lực lực an an của quân an an lực lực an an của quân đội chính quyền chính quyền chính quyền đảng cầm quân ở trong doanh trại khi các cuộc biểu tình tan rã Lực lực an an của quân an an của quân đội chính quyền chính quyền đảng junta ở trong doanh trại khi các cuộc biểu tình tan rã,1.8
4919,2015,"10 người chết, 5 người bị thương trong tai nạn đường bộ ở Tây Bắc Trung Quốc 10 người chết, 5 người bị thương trong tai nạn đường bộ",ai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị thương trong tai tai 5 người bị tai 5 người bị,1.0
4920,2015,"Các tù nhân Palestine đến Muqata ở Ramallah: Các tù nhân Palestine đến Muqata ở Ramallah, tù nhân Palestine đến Muqata",ù tù người Pakistan bị tấn công trong nhà tù Jammu,1.0
4921,2015,Pakistan áp áp lệnh cấm tạm thời 2 kênh truyền hình,Pakistan bác bỏ Vụ kiện chống lại đặc vụ FBI,1.4
4922,2015,7 người chết trong các vụ sập đổ các tòa nhà ở Nam Ấn Độ tăng lên 47. Số người chết trong các vụ sập đổ xây dựng ở Nam Ấn Độ lên 47., người chết trong vụ sập nhà ở 4 tòa nhà sập ở Nam Ấn Độ 4 người chết trong sập nhà ở 4 tòa nhà sập ở Nam Ấn Độ,2.8
4923,2015,hiến thắng vượt rào tìm kiếm Asylum Snowden truy tìm Asylum,ị nạn là một trở ngại trong việc tìm kiếm nơi tị nạn của Snowden.,5.0
4924,2015,Tàu phá băng Trung Quốc đổi hướng sang đối tượng khả nghi,Máy bay tìm kiếm của Trung Quốc phát hiện 'đối tượng nghi vấn' '.,2.0
